L X P BS K DS A .	B12_2 C12_2 A12_2 B23_2 C23_2 A23_1 B16_2 C16_1 A16_2 B27_2 A27_2 C27_2 C11_2 B11_1 A11_2 A29_1 B29_2 C29_1 A1_1 C1_2 B1_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
U O E W D .	C20_2 B20_2 A20_2 A15_2 C15_1 B15_1 C5_2 B5_1 A5_1 C22_1 B22_1 A22_2 B4_2 A4_1 C4_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
IS P C U DS X .	C34_1 B34_1 A34_1 A16_2 C16_2 B16_1 C3_2 A3_1 B3_2 C20_1 B20_1 A20_1 A29_1 C29_1 B29_1 C23_2 A23_1 B23_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
ES K B CS N IS .	A30_2 B30_1 C30_2 C11_2 A11_2 B11_2 C2_2 A2_2 B2_2 C28_1 B28_2 A28_2 A14_1 B14_1 C14_2 C34_1 B34_2 A34_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
U J MS H E A LS ES L .	C20_2 A20_2 B20_2 B10_2 C10_2 A10_2 A38_2 B38_1 C38_1 C8_2 A8_2 B8_1 C5_2 B5_2 A5_1 B1_2 C1_1 A1_2 C37_2 B37_1 A37_1 B30_2 C30_1 A30_2 C12_1 A12_2 B12_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
JS LS O CS J BS I .	A35_1 B35_1 C35_1 A37_2 C37_2 B37_1 C15_2 A15_2 B15_1 B28_1 A28_1 C28_2 C10_1 B10_1 A10_2 B27_1 A27_2 C27_1 B9_2 A9_2 C9_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
M J W BS E X .	C13_2 B13_2 A13_2 A10_1 C10_2 B10_2 A22_1 B22_2 C22_2 C27_1 A27_2 B27_2 A5_2 C5_2 B5_1 C23_1 A23_1 B23_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
GS Q IS R LS C .	B32_2 C32_1 A32_1 B17_1 C17_2 A17_1 A34_2 B34_2 C34_1 A18_2 B18_1 C18_1 C37_2 B37_1 A37_1 A3_1 B3_1 C3_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
ES M LS D L O U MS F CS .	B30_2 A30_2 C30_2 A13_2 C13_2 B13_1 B37_1 A37_1 C37_1 C4_1 A4_1 B4_1 B12_2 C12_2 A12_2 A15_2 B15_1 C15_1 B20_1 C20_2 A20_1 B38_2 A38_2 C38_1 C6_1 B6_2 A6_1 A28_1 C28_1 B28_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
CS FS V H GS KS .	A28_2 B28_1 C28_2 C31_2 B31_2 A31_1 B21_2 A21_1 C21_1 A8_1 B8_2 C8_2 A32_1 C32_1 B32_2 C36_2 B36_2 A36_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
JS CS W T J L R D .	C35_1 B35_2 A35_2 A28_1 C28_1 B28_2 C22_1 B22_2 A22_1 C19_2 B19_2 A19_1 C10_2 A10_2 B10_1 B12_2 A12_1 C12_1 C18_2 A18_1 B18_2 A4_2 B4_1 C4_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
FS Z U F KS MS .	C31_2 A31_2 B31_2 A25_2 C25_2 B25_1 A20_1 C20_2 B20_2 C6_2 A6_2 B6_1 B36_1 C36_1 A36_2 A38_1 C38_2 B38_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
H V AS ES HS BS CS .	C8_1 B8_1 A8_1 A21_2 C21_1 B21_2 B26_2 A26_2 C26_2 B30_2 C30_2 A30_2 C33_1 A33_2 B33_2 B27_1 A27_1 C27_2 B28_2 C28_1 A28_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
N BS X KS U W .	A14_1 B14_2 C14_2 A27_2 B27_1 C27_1 A23_2 C23_2 B23_2 A36_1 B36_2 C36_2 A20_1 B20_2 C20_1 C22_1 A22_1 B22_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
U HS G KS R FS JS M I N .	B20_1 A20_2 C20_1 A33_2 C33_2 B33_2 A7_2 B7_1 C7_1 A36_2 C36_2 B36_2 A18_1 B18_2 C18_2 A31_1 B31_2 C31_2 B35_1 C35_1 A35_2 C13_2 A13_2 B13_1 A9_2 B9_2 C9_2 C14_1 B14_2 A14_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
IS CS U T BS JS A ES K .	A34_2 B34_2 C34_1 C28_1 B28_1 A28_2 C20_2 B20_2 A20_2 C19_1 A19_1 B19_2 A27_1 B27_2 C27_2 B35_2 A35_2 C35_1 C1_2 A1_1 B1_2 A30_2 B30_1 C30_2 B11_2 C11_2 A11_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
F R X U DS I FS .	B6_2 A6_2 C6_1 B18_2 C18_2 A18_1 A23_1 C23_1 B23_1 B20_2 A20_1 C20_2 A29_2 B29_2 C29_1 A9_1 B9_2 C9_2 B31_1 C31_2 A31_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
KS G W P MS N .	A36_1 C36_1 B36_2 A7_2 C7_1 B7_1 C22_2 B22_1 A22_1 C16_1 B16_2 A16_1 B38_1 C38_1 A38_2 B14_2 C14_1 A14_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
C K U F GS I MS L ES .	B3_2 A3_1 C3_1 A11_2 B11_2 C11_2 A20_2 C20_2 B20_2 A6_2 C6_2 B6_1 C32_2 A32_1 B32_2 B9_1 C9_2 A9_2 B38_1 C38_2 A38_1 A12_1 B12_2 C12_2 B30_2 A30_1 C30_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
Z D GS H FS V .	A25_1 C25_2 B25_1 B4_1 C4_2 A4_2 B32_1 A32_1 C32_1 A8_2 B8_1 C8_1 B31_2 C31_1 A31_2 B21_1 A21_1 C21_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
R G JS L E Y V OS .	C18_1 A18_1 B18_1 B7_2 A7_2 C7_1 C35_1 B35_1 A35_2 B12_1 C12_2 A12_2 A5_1 B5_2 C5_2 C24_2 A24_1 B24_2 C21_1 A21_1 B21_1 B40_1 A40_2 C40_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
LS J T C M G I Y HS B .	A37_2 B37_1 C37_2 A10_2 C10_1 B10_2 A19_1 C19_1 B19_2 C3_1 B3_1 A3_1 C13_1 B13_1 A13_2 A7_1 B7_2 C7_1 A9_1 B9_1 C9_2 A24_1 B24_1 C24_1 A33_2 C33_2 B33_2 A2_2 B2_1 C2_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
E Y N ES Z NS IS .	B5_2 A5_2 C5_1 A24_2 C24_2 B24_1 C14_2 B14_1 A14_2 A30_1 C30_1 B30_2 B25_2 A25_1 C25_1 A39_2 C39_1 B39_2 B34_1 A34_1 C34_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
I F K Q W .	A9_1 C9_1 B9_1 A6_2 B6_1 C6_1 A11_2 C11_1 B11_1 C17_2 B17_1 A17_1 A22_2 C22_2 B22_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
E FS H IS D .	B5_1 A5_2 C5_2 C31_2 B31_1 A31_2 C8_2 A8_2 B8_1 C34_1 B34_1 A34_2 A4_2 C4_1 B4_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
ES V J AS B MS A .	C30_2 A30_2 B30_2 B21_1 A21_2 C21_2 B10_1 C10_1 A10_2 C26_2 A26_2 B26_1 A2_1 B2_2 C2_2 C38_1 B38_1 A38_1 B1_2 C1_1 A1_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
K CS L AS U IS Q .	B11_1 A11_1 C11_1 C28_2 A28_1 B28_1 B12_2 A12_2 C12_2 A26_1 B26_1 C26_2 A20_1 B20_2 C20_2 A34_2 C34_1 B34_2 B17_2 A17_2 C17_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
CS J A G O JS X L D .	B28_1 A28_1 C28_1 A10_2 B10_2 C10_2 C1_2 A1_2 B1_1 C7_1 A7_2 B7_2 A15_1 B15_1 C15_2 B35_1 C35_2 A35_2 A23_1 B23_1 C23_2 C12_2 B12_1 A12_2 B4_1 C4_1 A4_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
J V N AS CS L JS DS C .	A10_2 C10_1 B10_1 B21_2 C21_2 A21_1 C14_1 B14_1 A14_1 B26_1 C26_1 A26_2 B28_2 C28_1 A28_1 B12_1 A12_2 C12_2 A35_1 B35_2 C35_2 A29_1 B29_2 C29_2 B3_2 A3_1 C3_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
NS LS O JS I C E AS F FS .	C39_1 A39_1 B39_1 C37_1 A37_2 B37_2 C15_2 A15_2 B15_2 C35_2 B35_1 A35_2 B9_1 A9_2 C9_1 B3_2 A3_2 C3_2 C5_2 A5_1 B5_1 A26_1 C26_1 B26_1 B6_1 C6_1 A6_1 B31_1 C31_1 A31_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
KS JS E LS HS W H MS .	A36_1 B36_1 C36_2 B35_1 A35_2 C35_2 A5_2 C5_2 B5_1 A37_2 C37_2 B37_2 A33_1 B33_2 C33_1 B22_2 A22_1 C22_2 A8_1 B8_2 C8_1 C38_1 A38_1 B38_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
DS NS I IS U Z CS .	A29_1 C29_1 B29_1 B39_2 A39_1 C39_2 A9_1 C9_2 B9_1 B34_2 A34_2 C34_2 A20_2 C20_2 B20_1 A25_2 B25_1 C25_2 C28_2 A28_2 B28_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
LS H OS B AS Q C HS MS .	B37_2 A37_1 C37_2 B8_2 C8_2 A8_2 C40_2 A40_1 B40_1 A2_2 C2_1 B2_2 B26_1 A26_1 C26_2 C17_2 B17_1 A17_2 B3_2 A3_2 C3_1 A33_1 C33_2 B33_1 A38_1 B38_2 C38_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
F I P Y BS CS .	B6_2 A6_1 C6_1 B9_1 C9_1 A9_2 B16_2 A16_1 C16_2 C24_2 A24_1 B24_2 A27_1 C27_1 B27_1 A28_2 C28_1 B28_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
HS NS GS M MS K .	B33_2 C33_2 A33_2 B39_2 A39_2 C39_1 C32_1 A32_1 B32_1 B13_1 C13_1 A13_1 C38_1 A38_2 B38_1 C11_1 A11_1 B11_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
D O GS KS I LS X AS .	B4_1 A4_2 C4_2 A15_1 C15_1 B15_1 C32_2 A32_2 B32_1 C36_2 B36_1 A36_2 C9_2 B9_2 A9_1 A37_1 B37_2 C37_1 A23_1 B23_2 C23_2 A26_1 B26_1 C26_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
Z ES G A NS .	C25_1 A25_2 B25_1 B30_1 C30_2 A30_2 B7_1 A7_1 C7_2 A1_1 C1_1 B1_2 C39_2 A39_2 B39_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
HS KS B G BS AS E .	C33_2 A33_2 B33_1 A36_1 B36_1 C36_1 C1_2 B1_1 A1_1 B7_1 A7_2 C7_1 C27_2 B27_2 A27_1 C26_1 A26_2 B26_1 B5_2 C5_2 A5_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
LS C W L M D NS I CS AS .	A37_1 B37_2 C37_2 B3_2 A3_1 C3_2 C22_1 A22_2 B22_2 B12_1 C12_2 A12_2 B13_2 C13_2 A13_1 A4_1 B4_2 C4_2 B39_2 A39_2 C39_2 C9_2 B9_1 A9_1 B28_2 C28_1 A28_2 A26_1 C26_1 B26_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
O U FS T MS AS D GS W OS .	B15_2 A15_2 C15_2 C20_1 B20_1 A20_1 A31_1 B31_1 C31_1 C19_1 A19_2 B19_2 A38_2 C38_1 B38_2 B26_2 C26_1 A26_1 B4_1 A4_2 C4_2 A32_1 B32_1 C32_2 C22_1 B22_2 A22_2 C40_1 B40_2 A40_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
Z KS LS N K HS DS .	A25_1 B25_2 C25_1 C36_1 A36_1 B36_1 A37_2 C37_1 B37_2 B14_1 A14_2 C14_2 B11_2 C11_1 A11_1 C33_1 B33_2 A33_2 C29_1 A29_1 B29_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
FS Q I GS AS OS DS KS .	C31_1 B31_2 A31_2 C17_1 A17_1 B17_2 C9_2 A9_2 B9_1 B32_2 A32_1 C32_1 C26_1 A26_2 B26_2 C40_1 B40_2 A40_1 B29_2 C29_2 A29_2 C36_1 B36_2 A36_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
B ES J Y A G V .	B2_2 A2_2 C2_2 C30_2 A30_2 B30_2 A10_1 C10_1 B10_2 C24_1 B24_2 A24_1 A1_2 B1_1 C1_1 A7_1 C7_2 B7_2 B21_2 A21_1 C21_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
GS JS FS Y H BS .	C32_1 B32_2 A32_2 A35_2 C35_2 B35_2 B31_1 C31_2 A31_1 A24_2 C24_2 B24_1 C8_1 B8_1 A8_2 C27_2 B27_1 A27_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
F M BS K X .	A6_2 B6_1 C6_2 B13_2 A13_1 C13_2 C27_2 A27_1 B27_2 A11_2 C11_1 B11_1 B23_1 C23_1 A23_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
Y LS B I T Z ES FS AS JS .	A24_1 C24_2 B24_2 A37_1 C37_2 B37_2 B2_2 C2_2 A2_1 C9_1 B9_1 A9_1 B19_1 A19_1 C19_1 A25_1 B25_2 C25_2 C30_2 B30_2 A30_1 A31_2 B31_1 C31_2 B26_2 C26_1 A26_1 B35_1 A35_2 C35_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
KS M L CS R NS U Q .	A36_1 C36_1 B36_1 C13_1 B13_1 A13_2 B12_1 A12_2 C12_1 A28_2 B28_1 C28_2 C18_2 B18_1 A18_1 C39_1 A39_1 B39_2 A20_2 B20_1 C20_2 A17_1 C17_1 B17_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
C FS J K LS ES .	A3_2 C3_2 B3_1 B31_2 C31_2 A31_2 A10_1 B10_2 C10_1 B11_2 C11_2 A11_1 C37_1 B37_2 A37_1 C30_2 B30_2 A30_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
W MS JS F IS P M .	A22_1 C22_2 B22_2 C38_2 A38_1 B38_1 B35_1 C35_1 A35_2 A6_2 C6_1 B6_2 B34_1 A34_2 C34_1 C16_1 B16_2 A16_1 B13_1 C13_2 A13_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
BS LS AS W GS O .	B27_1 A27_1 C27_1 A37_2 C37_1 B37_1 A26_1 B26_2 C26_1 A22_1 B22_2 C22_1 A32_2 B32_1 C32_2 C15_1 A15_2 B15_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
L T M H IS LS U BS Q .	A12_2 B12_1 C12_1 C19_1 B19_2 A19_2 B13_2 A13_2 C13_2 B8_1 A8_1 C8_1 B34_1 C34_1 A34_2 C37_1 A37_1 B37_1 B20_2 C20_1 A20_1 A27_2 B27_2 C27_2 A17_1 C17_1 B17_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
BS F HS MS IS G Y OS E N .	B27_1 A27_1 C27_1 B6_2 C6_2 A6_1 C33_1 B33_2 A33_2 C38_2 B38_1 A38_1 C34_1 A34_1 B34_2 B7_1 A7_2 C7_2 B24_1 C24_1 A24_2 C40_1 A40_1 B40_1 A5_1 C5_1 B5_2 A14_2 C14_2 B14_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
Z E BS X J GS MS AS I .	B25_1 A25_1 C25_2 A5_1 C5_1 B5_1 B27_2 C27_2 A27_1 A23_2 C23_1 B23_2 C10_1 A10_2 B10_2 A32_1 B32_2 C32_2 A38_2 B38_1 C38_1 A26_1 B26_2 C26_1 C9_1 B9_2 A9_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
R GS IS AS D .	B18_1 A18_2 C18_2 C32_1 A32_1 B32_1 B34_2 A34_1 C34_2 B26_1 A26_2 C26_1 B4_1 A4_1 C4_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
CS O R F ES U M Q E I .	C28_2 B28_2 A28_1 C15_1 B15_1 A15_1 B18_2 C18_1 A18_2 B6_2 C6_2 A6_2 C30_2 A30_2 B30_2 C20_2 A20_1 B20_1 C13_2 A13_1 B13_1 A17_1 B17_1 C17_2 B5_2 A5_2 C5_2 C9_1 A9_1 B9_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
OS B F J GS KS W V I JS .	A40_2 B40_2 C40_2 B2_2 A2_2 C2_1 B6_2 A6_1 C6_2 A10_1 B10_1 C10_1 A32_1 B32_2 C32_2 A36_2 B36_1 C36_2 B22_1 A22_1 C22_1 A21_1 C21_1 B21_1 C9_2 A9_2 B9_1 B35_2 C35_1 A35_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
DS R L OS HS IS H Q M .	B29_2 C29_1 A29_2 A18_1 C18_2 B18_2 A12_2 B12_1 C12_1 C40_2 A40_1 B40_1 B33_1 A33_1 C33_2 B34_2 A34_1 C34_2 B8_2 A8_2 C8_2 C17_1 A17_2 B17_2 A13_2 C13_2 B13_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
GS M HS H NS AS .	C32_1 B32_1 A32_1 B13_1 A13_2 C13_1 C33_1 B33_2 A33_1 A8_2 B8_1 C8_2 C39_1 B39_1 A39_2 C26_2 A26_2 B26_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
JS LS C OS A BS .	B35_1 C35_1 A35_2 A37_2 B37_2 C37_2 B3_1 A3_1 C3_2 B40_1 A40_2 C40_1 B1_1 C1_2 A1_1 B27_2 C27_2 A27_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
Q V H T O MS .	B17_2 A17_2 C17_1 C21_2 B21_2 A21_2 C8_2 B8_1 A8_1 C19_1 A19_2 B19_2 C15_2 B15_2 A15_1 C38_1 A38_2 B38_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
NS C F FS ES E X O .	A39_2 B39_2 C39_2 C3_1 B3_1 A3_2 C6_2 B6_2 A6_1 C31_2 B31_1 A31_1 A30_2 C30_2 B30_2 A5_1 B5_1 C5_1 B23_2 C23_1 A23_2 C15_1 B15_2 A15_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
LS OS G JS L .	B37_2 A37_1 C37_2 B40_1 A40_1 C40_2 B7_2 A7_1 C7_2 C35_1 A35_1 B35_2 C12_2 A12_1 B12_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
K Z GS F ES .	C11_1 A11_1 B11_2 C25_1 A25_1 B25_1 B32_1 C32_2 A32_1 A6_1 B6_2 C6_2 B30_2 C30_2 A30_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
N V B CS I R X LS .	C14_1 A14_1 B14_1 C21_1 B21_1 A21_2 B2_2 A2_2 C2_1 C28_1 A28_2 B28_2 A9_2 C9_2 B9_1 A18_2 C18_1 B18_1 A23_2 B23_1 C23_2 A37_1 B37_1 C37_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
ES I DS T IS D A AS LS .	B30_2 C30_1 A30_1 B9_2 C9_1 A9_1 B29_1 A29_1 C29_1 A19_1 B19_1 C19_2 B34_2 C34_2 A34_2 A4_1 C4_2 B4_2 B1_2 A1_1 C1_1 B26_2 A26_1 C26_1 A37_1 C37_1 B37_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
N NS C Y D CS KS K ES Z .	B14_1 A14_1 C14_1 B39_2 A39_2 C39_1 B3_2 C3_1 A3_2 B24_1 A24_1 C24_1 B4_2 A4_2 C4_1 B28_2 A28_2 C28_1 B36_2 A36_2 C36_1 A11_1 B11_1 C11_1 B30_1 C30_2 A30_1 A25_2 C25_2 B25_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
O M AS W JS DS T .	C15_2 A15_2 B15_2 A13_1 C13_2 B13_2 A26_2 B26_2 C26_1 C22_1 B22_2 A22_1 B35_2 A35_1 C35_1 B29_2 A29_2 C29_1 A19_1 B19_2 C19_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
K OS MS G B F O DS Q .	C11_1 A11_2 B11_2 A40_1 B40_2 C40_1 C38_2 A38_2 B38_1 C7_1 A7_1 B7_1 B2_2 A2_2 C2_1 C6_1 B6_2 A6_1 B15_1 A15_2 C15_2 A29_1 C29_2 B29_2 A17_1 C17_1 B17_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
MS F J JS Q R .	B38_2 A38_1 C38_1 B6_2 A6_1 C6_2 C10_2 B10_2 A10_2 A35_1 B35_1 C35_2 B17_1 A17_2 C17_1 A18_2 B18_2 C18_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
NS IS X K L P BS O .	A39_2 C39_1 B39_2 A34_1 C34_2 B34_1 B23_1 A23_1 C23_1 C11_1 B11_2 A11_1 B12_1 A12_2 C12_2 B16_2 C16_2 A16_1 B27_1 C27_1 A27_1 C15_1 B15_1 A15_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
MS V NS HS DS .	C38_2 B38_1 A38_2 B21_2 C21_2 A21_1 B39_1 A39_2 C39_1 A33_2 C33_2 B33_1 B29_1 A29_2 C29_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
O N M E P JS Y .	C15_1 B15_1 A15_1 A14_1 B14_2 C14_1 B13_2 C13_2 A13_1 B5_2 C5_1 A5_2 C16_2 A16_2 B16_1 B35_2 A35_1 C35_1 C24_1 B24_1 A24_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
