BS N GS T Y O E JS FS NS .	B27_1 A27_2 C27_2 A14_2 B14_2 C14_1 C32_1 B32_1 A32_2 C19_1 B19_1 A19_2 A24_2 B24_1 C24_2 C15_1 A15_2 B15_2 B5_2 A5_1 C5_2 C35_1 A35_2 B35_1 B31_1 C31_1 A31_1 C39_2 A39_2 B39_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
MS FS DS E AS .	A38_2 B38_1 C38_2 C31_2 B31_2 A31_2 B29_2 A29_1 C29_2 C5_2 B5_1 A5_2 C26_2 A26_2 B26_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
G J D X H .	C7_1 A7_1 B7_2 B10_2 C10_2 A10_2 B4_2 A4_1 C4_1 A23_1 C23_1 B23_1 A8_2 B8_2 C8_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
F X G FS CS Y .	B6_1 C6_2 A6_2 C23_1 B23_1 A23_1 C7_2 A7_1 B7_2 A31_1 C31_2 B31_1 B28_2 C28_2 A28_1 B24_2 C24_2 A24_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
J X V IS MS AS H Q .	C10_1 A10_1 B10_2 C23_2 B23_1 A23_1 A21_2 B21_1 C21_2 C34_1 A34_2 B34_1 A38_1 B38_1 C38_2 A26_1 B26_1 C26_2 C8_1 B8_2 A8_2 C17_2 A17_1 B17_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
KS J HS JS C T K .	A36_2 B36_2 C36_2 C10_1 B10_2 A10_1 C33_1 A33_1 B33_1 C35_2 A35_1 B35_1 C3_1 B3_2 A3_1 A19_2 B19_2 C19_2 B11_1 C11_1 A11_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
W R I HS X J B Y .	C22_1 A22_2 B22_1 C18_1 B18_1 A18_2 C9_1 A9_1 B9_2 B33_1 A33_2 C33_1 A23_2 C23_2 B23_2 C10_2 A10_2 B10_2 C2_2 A2_1 B2_1 A24_2 C24_2 B24_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
Q P L N HS T B .	A17_2 B17_1 C17_2 C16_2 A16_2 B16_1 B12_2 C12_1 A12_1 A14_1 B14_2 C14_1 B33_2 C33_2 A33_2 C19_2 B19_1 A19_2 B2_1 A2_1 C2_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
DS O AS ES K MS .	A29_1 B29_1 C29_1 B15_1 A15_1 C15_2 B26_2 A26_1 C26_2 B30_2 A30_1 C30_2 C11_1 A11_2 B11_1 C38_2 B38_1 A38_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
MS J B X ES D E A C .	C38_1 B38_1 A38_2 C10_2 B10_1 A10_1 B2_2 A2_2 C2_1 A23_2 C23_2 B23_2 B30_2 C30_1 A30_2 B4_2 A4_2 C4_2 B5_2 C5_1 A5_2 A1_2 C1_2 B1_1 A3_1 B3_2 C3_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
K LS F DS GS OS T B IS .	B11_1 C11_2 A11_1 B37_2 C37_1 A37_1 C6_2 A6_1 B6_2 C29_1 B29_2 A29_2 B32_2 C32_2 A32_1 A40_2 C40_1 B40_1 A19_2 B19_1 C19_2 C1_1 B1_2 A1_1 A34_1 B34_2 C34_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
OS T DS Q JS L GS W HS BS .	A40_1 B40_2 C40_2 B19_1 C19_2 A19_2 A29_1 C29_1 B29_1 C17_2 B17_1 A17_2 B35_2 C35_2 A35_2 A12_1 B12_1 C12_1 B32_2 A32_2 C32_2 C22_2 B22_1 A22_2 B33_1 A33_2 C33_2 B27_2 C27_1 A27_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
U KS IS E NS P N .	B20_2 C20_1 A20_2 B36_2 C36_1 A36_2 C34_1 A34_1 B34_2 B5_2 C5_1 A5_1 B39_2 C39_2 A39_1 A16_1 B16_1 C16_2 A14_2 C14_1 B14_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
KS N ES FS GS W K F A .	B36_2 C36_1 A36_2 B14_2 C14_1 A14_1 B30_1 C30_2 A30_2 A31_2 C31_1 B31_1 C32_2 B32_2 A32_1 C22_1 A22_2 B22_2 A11_2 B11_1 C11_1 A6_2 B6_2 C6_1 B1_1 A1_1 C1_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
OS BS D IS R Q I HS .	A40_2 C40_1 B40_1 C27_1 A27_1 B27_2 C4_2 B4_2 A4_2 B34_1 C34_1 A34_2 B18_1 A18_1 C18_1 A17_2 C17_1 B17_1 B9_2 C9_2 A9_1 C33_2 B33_1 A33_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
K E ES GS W L T N .	A11_2 C11_2 B11_2 C5_2 A5_2 B5_1 C30_1 A30_2 B30_2 C32_2 B32_1 A32_2 B22_1 A22_2 C22_2 B12_2 A12_1 C12_2 C19_1 A19_2 B19_2 A14_1 C14_2 B14_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
MS X LS ES T R .	B38_1 A38_1 C38_2 C23_2 B23_1 A23_1 B37_2 C37_1 A37_2 B30_1 A30_1 C30_2 B19_1 C19_1 A19_1 A18_1 B18_1 C18_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
Q K GS C G LS Z .	C17_2 B17_1 A17_1 A11_2 C11_2 B11_1 C32_1 A32_1 B32_1 C3_1 A3_2 B3_2 C7_2 B7_1 A7_2 C37_1 B37_2 A37_1 B25_2 C25_1 A25_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
HS F NS I ES L U .	B33_2 C33_2 A33_1 C6_2 A6_1 B6_1 B39_1 C39_2 A39_1 B9_1 C9_2 A9_1 C30_2 A30_2 B30_2 C12_2 A12_1 B12_1 A20_1 B20_1 C20_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
M CS O DS Q BS P GS K .	C13_2 B13_1 A13_2 B28_2 C28_2 A28_1 A15_1 B15_1 C15_2 B29_2 C29_2 A29_2 C17_1 A17_2 B17_1 A27_1 C27_2 B27_2 A16_1 C16_2 B16_2 C32_2 A32_2 B32_1 C11_2 A11_1 B11_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
G M K E X J .	A7_2 C7_1 B7_1 B13_1 A13_1 C13_2 C11_2 A11_2 B11_1 C5_1 A5_2 B5_2 C23_1 A23_1 B23_1 C10_1 A10_2 B10_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
IS OS BS W P FS A U E .	A34_2 C34_2 B34_2 B40_1 A40_2 C40_2 A27_1 B27_1 C27_2 A22_2 C22_2 B22_2 C16_1 A16_2 B16_2 C31_2 A31_1 B31_1 B1_1 A1_1 C1_1 C20_2 A20_2 B20_2 C5_2 A5_1 B5_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
A Y K KS OS C GS FS .	C1_1 B1_1 A1_2 C24_2 B24_2 A24_1 B11_1 C11_1 A11_1 B36_2 C36_2 A36_1 C40_2 B40_1 A40_1 C3_1 A3_2 B3_2 C32_2 A32_2 B32_2 C31_2 A31_1 B31_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
BS V NS DS R A I .	C27_2 B27_1 A27_2 B21_1 A21_2 C21_1 B39_2 A39_2 C39_1 B29_2 C29_2 A29_2 A18_2 B18_2 C18_2 C1_2 A1_2 B1_1 A9_1 B9_1 C9_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
BS W ES E N T D .	C27_2 B27_1 A27_1 C22_2 B22_2 A22_2 C30_2 B30_1 A30_1 C5_1 A5_2 B5_1 A14_1 C14_1 B14_1 C19_1 A19_2 B19_2 B4_2 C4_1 A4_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
AS N ES B Z R U HS .	A26_1 C26_1 B26_2 A14_1 C14_1 B14_1 C30_1 B30_1 A30_2 B2_1 A2_2 C2_2 B25_2 A25_2 C25_2 C18_2 A18_2 B18_2 A20_2 C20_2 B20_1 C33_2 A33_1 B33_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
B NS U JS OS LS BS CS K .	C2_1 A2_1 B2_2 C39_1 B39_1 A39_1 C20_2 A20_1 B20_2 B35_2 A35_2 C35_1 C40_1 B40_1 A40_2 B37_2 C37_1 A37_1 A27_2 B27_2 C27_1 A28_2 B28_2 C28_1 C11_2 A11_1 B11_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
Z N R MS P M CS A BS .	A25_2 C25_2 B25_1 B14_2 A14_2 C14_1 B18_1 C18_2 A18_2 A38_1 B38_1 C38_1 C16_2 A16_1 B16_1 A13_2 C13_2 B13_2 B28_1 C28_2 A28_1 B1_2 A1_1 C1_1 A27_1 C27_1 B27_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
ES C R X N .	C30_2 B30_1 A30_2 B3_2 A3_1 C3_1 B18_1 C18_2 A18_1 B23_1 A23_1 C23_1 C14_2 B14_2 A14_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
E A KS K G N NS AS T .	A5_1 B5_1 C5_2 B1_1 C1_2 A1_2 C36_2 A36_2 B36_1 A11_1 B11_1 C11_2 A7_2 C7_2 B7_1 A14_2 C14_2 B14_1 B39_1 C39_2 A39_1 B26_1 C26_2 A26_1 A19_2 C19_2 B19_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
Z L KS U W M E .	A25_2 C25_2 B25_2 A12_1 C12_1 B12_1 B36_2 A36_1 C36_2 B20_2 C20_1 A20_1 C22_1 B22_1 A22_1 C13_2 B13_1 A13_2 B5_1 C5_1 A5_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
ES FS Q DS GS BS C K B H .	B30_1 A30_2 C30_2 B31_1 A31_1 C31_2 B17_2 C17_2 A17_1 B29_2 C29_2 A29_2 C32_1 B32_2 A32_1 A27_2 C27_1 B27_1 C3_2 A3_1 B3_2 B11_2 A11_2 C11_2 A2_1 C2_2 B2_2 C8_2 B8_1 A8_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
P X I M K .	C16_1 A16_2 B16_2 B23_2 C23_2 A23_2 C9_1 A9_1 B9_1 C13_1 B13_1 A13_1 A11_1 B11_2 C11_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
M F GS BS G FS J I IS KS .	A13_1 B13_1 C13_2 C6_1 B6_1 A6_1 C32_1 A32_1 B32_2 C27_2 A27_1 B27_2 A7_1 C7_1 B7_1 C31_2 B31_1 A31_1 B10_1 A10_1 C10_2 C9_1 B9_1 A9_1 B34_1 C34_2 A34_2 C36_2 B36_1 A36_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
KS I JS R HS X T F L Z .	A36_1 B36_2 C36_1 B9_2 A9_1 C9_2 C35_1 B35_2 A35_2 A18_2 B18_1 C18_1 C33_1 A33_1 B33_2 C23_1 A23_2 B23_1 C19_1 B19_1 A19_1 A6_1 C6_1 B6_2 B12_1 C12_2 A12_1 C25_1 B25_2 A25_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
CS Z G KS HS P IS A .	B28_1 C28_1 A28_1 A25_1 C25_2 B25_2 C7_1 B7_1 A7_2 C36_2 A36_1 B36_1 A33_2 C33_1 B33_1 B16_1 C16_2 A16_1 C34_1 A34_2 B34_1 B1_2 A1_1 C1_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
FS KS OS D Y GS Z .	B31_2 A31_1 C31_1 A36_1 B36_2 C36_2 C40_2 B40_2 A40_1 C4_1 B4_1 A4_1 B24_2 A24_1 C24_2 A32_1 C32_1 B32_2 A25_2 B25_2 C25_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
O NS BS C B ES .	B15_1 A15_2 C15_2 C39_1 B39_2 A39_1 C27_2 A27_2 B27_2 A3_2 C3_2 B3_2 B2_1 C2_1 A2_1 C30_1 B30_1 A30_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
OS L AS F Y CS M I NS .	C40_1 A40_1 B40_1 C12_1 B12_1 A12_1 B26_2 A26_2 C26_2 C6_1 A6_1 B6_1 B24_1 C24_1 A24_1 A28_2 B28_2 C28_1 C13_2 B13_2 A13_1 C9_2 B9_2 A9_1 A39_1 C39_1 B39_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
BS X MS K O J C W ES .	B27_1 C27_1 A27_2 A23_2 B23_1 C23_2 B38_2 A38_2 C38_1 C11_1 A11_1 B11_1 C15_2 B15_2 A15_2 A10_2 B10_2 C10_1 A3_1 C3_2 B3_1 B22_2 A22_1 C22_2 C30_1 A30_1 B30_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
ES O I GS K J A H .	A30_2 B30_2 C30_2 C15_2 B15_1 A15_1 A9_1 C9_2 B9_2 B32_2 C32_1 A32_2 C11_2 B11_2 A11_1 A10_1 B10_1 C10_2 C1_1 A1_1 B1_1 C8_2 A8_1 B8_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
HS J F X Y .	B33_2 C33_2 A33_1 B10_2 A10_2 C10_2 B6_2 A6_1 C6_1 B23_2 A23_1 C23_1 C24_1 B24_2 A24_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
D K O BS P AS OS .	B4_1 C4_2 A4_1 B11_2 C11_2 A11_2 A15_2 B15_2 C15_2 B27_2 C27_2 A27_1 B16_2 A16_2 C16_2 A26_1 B26_2 C26_2 A40_2 B40_1 C40_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
Q BS I P GS DS .	B17_1 C17_1 A17_1 B27_2 A27_1 C27_2 B9_2 C9_1 A9_2 B16_1 C16_1 A16_1 A32_1 C32_1 B32_2 A29_1 B29_2 C29_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
DS J L A V .	B29_2 A29_2 C29_1 C10_1 A10_2 B10_1 A12_2 B12_1 C12_2 A1_1 B1_1 C1_2 B21_2 A21_2 C21_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
CS F IS HS ES NS .	C28_1 B28_2 A28_2 C6_1 A6_2 B6_1 B34_1 C34_1 A34_2 B33_2 C33_2 A33_2 A30_2 B30_2 C30_2 B39_1 A39_2 C39_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
ES B N FS U .	A30_1 B30_2 C30_2 C1_2 B1_2 A1_1 B14_1 C14_1 A14_2 A31_1 C31_1 B31_1 C20_2 A20_1 B20_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
R Z A Q ES V K JS .	C18_1 B18_2 A18_1 A25_1 C25_2 B25_1 A1_1 B1_1 C1_1 A17_1 B17_1 C17_2 A30_1 B30_1 C30_1 A21_2 B21_1 C21_1 A11_1 B11_1 C11_1 C35_1 B35_1 A35_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8
M Y NS CS KS .	C13_2 B13_2 A13_2 A24_1 B24_1 C24_2 B39_2 C39_1 A39_1 B28_2 A28_2 C28_1 B36_2 A36_2 C36_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
NS E C FS P A Z R G .	C39_2 B39_1 A39_2 A5_2 C5_2 B5_2 B3_2 C3_2 A3_2 A31_1 B31_1 C31_1 B16_2 A16_2 C16_2 B1_1 A1_1 C1_2 B25_2 A25_2 C25_2 A18_2 C18_1 B18_2 A7_2 C7_2 B7_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
K NS R D V Q P .	C11_1 A11_1 B11_1 B39_1 A39_2 C39_2 A18_2 B18_2 C18_1 B4_2 C4_1 A4_2 B21_2 A21_2 C21_1 C17_1 B17_1 A17_2 C16_2 B16_2 A16_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
T C K Z R .	C19_2 A19_2 B19_1 B3_2 C3_1 A3_1 B11_1 A11_2 C11_1 B25_2 C25_1 A25_1 C18_2 B18_1 A18_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
X E D B C Q H FS OS GS .	B23_1 C23_1 A23_2 C5_2 B5_2 A5_2 C4_2 B4_2 A4_1 A2_1 C2_2 B2_2 B3_1 C3_1 A3_1 C17_2 A17_1 B17_2 C8_2 A8_1 B8_1 A31_1 B31_1 C31_2 C40_2 A40_2 B40_1 C32_2 B32_2 A32_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
HS I Z OS F C .	C33_1 A33_1 B33_2 C9_1 A9_1 B9_2 A25_2 C25_2 B25_1 B40_1 A40_1 C40_2 C6_1 B6_2 A6_1 C3_1 B3_1 A3_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
FS H M D GS .	A31_1 C31_2 B31_1 B8_2 C8_2 A8_2 B13_1 A13_2 C13_2 C4_1 A4_2 B4_2 C32_2 A32_2 B32_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
J JS GS T P R X HS D DS .	A10_1 B10_2 C10_1 C35_1 A35_2 B35_2 B32_1 A32_1 C32_1 B19_2 C19_1 A19_1 C16_1 A16_2 B16_2 C18_1 A18_1 B18_2 B23_1 A23_1 C23_2 A33_1 C33_1 B33_1 A4_1 B4_2 C4_1 A29_1 B29_1 C29_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
ES IS FS Y W .	C30_1 B30_2 A30_1 A34_1 C34_2 B34_1 A31_2 C31_1 B31_1 C24_1 A24_2 B24_2 B22_1 C22_1 A22_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
MS T J E I K G Y W IS .	A38_2 B38_1 C38_2 A19_1 C19_2 B19_2 A10_2 B10_2 C10_2 C5_1 B5_1 A5_2 A9_1 C9_1 B9_1 B11_1 A11_1 C11_1 C7_1 A7_2 B7_2 A24_2 C24_1 B24_2 B22_2 C22_1 A22_1 A34_2 B34_2 C34_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
D K M W MS .	B4_1 A4_1 C4_1 B11_1 C11_2 A11_1 B13_1 A13_1 C13_2 C22_2 A22_1 B22_1 B38_1 C38_2 A38_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
W LS KS IS G R .	B22_2 C22_1 A22_2 C37_2 B37_2 A37_2 B36_2 C36_1 A36_1 C34_1 A34_1 B34_1 A7_2 C7_1 B7_2 C18_1 A18_1 B18_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
Y V IS BS Z U .	C24_2 B24_1 A24_1 B21_2 C21_1 A21_1 C34_1 A34_1 B34_1 A27_2 B27_1 C27_2 B25_1 A25_2 C25_1 A20_2 C20_2 B20_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
T LS AS JS F Q GS N L R .	A19_1 C19_2 B19_2 B37_2 A37_2 C37_1 A26_2 B26_1 C26_2 C35_1 A35_2 B35_2 A6_2 C6_2 B6_1 A17_1 B17_2 C17_2 C32_1 B32_1 A32_2 C14_1 A14_1 B14_1 B12_1 C12_2 A12_2 C18_1 A18_2 B18_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 9 10
BS H E F CS C AS .	A27_1 B27_2 C27_1 A8_2 C8_1 B8_1 A5_2 C5_1 B5_1 C6_2 A6_1 B6_1 B28_2 A28_1 C28_2 C3_1 A3_2 B3_2 C26_2 B26_2 A26_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
P B JS FS H .	B16_1 C16_2 A16_1 A2_1 C2_1 B2_2 C35_2 A35_2 B35_1 C31_1 A31_1 B31_1 A8_1 C8_1 B8_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
L CS Y IS OS E .	B12_2 C12_2 A12_2 B28_2 C28_2 A28_2 B24_2 A24_1 C24_1 A34_1 C34_2 B34_2 C40_1 A40_1 B40_1 B5_1 A5_1 C5_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
GS ES OS P K .	C32_1 A32_2 B32_2 C30_2 A30_2 B30_1 B40_1 C40_2 A40_1 B16_1 A16_1 C16_2 B11_1 C11_1 A11_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
T KS Z DS HS MS P W AS .	A19_2 B19_2 C19_1 C36_2 B36_1 A36_2 B25_2 C25_2 A25_1 B29_2 A29_1 C29_1 A33_1 C33_1 B33_2 C38_2 A38_2 B38_1 C16_1 A16_2 B16_2 A22_2 B22_2 C22_2 B26_1 A26_1 C26_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
KS A BS JS L C .	A36_2 C36_2 B36_1 C1_1 A1_1 B1_2 C27_2 A27_1 B27_2 B35_2 A35_2 C35_2 B12_1 C12_2 A12_2 C3_1 B3_1 A3_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
K BS Y DS F W Z .	C11_2 A11_1 B11_1 C27_1 B27_1 A27_1 C24_2 B24_1 A24_1 A29_2 B29_2 C29_2 C6_2 B6_2 A6_1 A22_2 C22_1 B22_2 A25_1 B25_1 C25_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7
I D M LS MS Y T E N .	A9_1 B9_1 C9_1 B4_2 A4_1 C4_2 A13_1 B13_2 C13_2 B37_2 A37_2 C37_1 A38_2 B38_2 C38_1 A24_2 C24_2 B24_1 B19_2 C19_2 A19_2 B5_1 A5_2 C5_1 B14_2 A14_2 C14_2	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9
Q F FS K G L .	B17_2 C17_1 A17_1 B6_1 A6_1 C6_2 B31_2 A31_1 C31_2 C11_2 B11_2 A11_2 C7_1 A7_1 B7_2 A12_2 C12_1 B12_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6
Z NS AS GS J .	B25_1 A25_1 C25_1 A39_2 C39_1 B39_1 B26_1 C26_1 A26_1 A32_1 B32_2 C32_1 C10_1 B10_2 A10_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
Y F A K D .	C24_2 B24_2 A24_1 C6_1 A6_2 B6_1 C1_2 A1_2 B1_2 C11_2 B11_2 A11_1 B4_2 A4_2 C4_1	0 0 0 1 1 1 2 2 2 3 3 3 4 4 4 5
